profile_id,condition,gender,age_band,race,education,income,party
synthetic_255,Measurement & modeling (2),Female,60+,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican
synthetic_256,Scientist community helpers,Male,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Other
synthetic_257,Peer-review,Male,30-44,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat
synthetic_258,Measurement & modeling (1),Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat
synthetic_259,Model accuracy,Female,18-29,Black / African American,High school diploma / GED,"Less than $30,000",Other
synthetic_260,Measurement & modeling (1),Male,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent
synthetic_261,High public trust,Male,60+,Black / African American,High school diploma / GED,"$30,000 to $55,999",Democrat
synthetic_262,Funding,Male,60+,Asian / Asian American,Doctorate degree / Ph.D.,"$56,000 to $99,999",Independent
synthetic_263,Peer-review,Male,60+,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",Democrat
synthetic_264,Former skeptics,Male,30-44,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Other
synthetic_265,Measurement & modeling (1),Female,60+,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat
synthetic_266,Interview Prof. Sebille,Female,45-59,White / Caucasian,Less than high school,"$56,000 to $99,999",Independent
synthetic_267,Oil industry misinformation,Male,45-59,Black / African American,Master's degree / Professional degree,"$30,000 to $55,999",Democrat
synthetic_268,Peer-review,Female,45-59,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican
synthetic_269,Extreme weather predictions,Male,30-44,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Other
synthetic_270,Measurement & modeling (2),Female,30-44,Asian / Asian American,Bachelor's degree,"$100,000 to $167,999",Independent
synthetic_271,High public trust,Male,60+,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican
synthetic_272,High public trust,Female,60+,Other,Some college or Associate's degree,"$56,000 to $99,999",Republican
synthetic_273,Corporate reliance,Female,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent
synthetic_274,Measurement & modeling (2),Male,18-29,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Independent
synthetic_275,Scientist community helpers,Male,30-44,Black / African American,Less than high school,"$30,000 to $55,999",Democrat
synthetic_276,control,Male,30-44,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent
synthetic_277,Oil industry misinformation,Female,30-44,White / Caucasian,High school diploma / GED,"Less than $30,000",Other
synthetic_278,Interview Prof. Maraun,Male,45-59,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican
synthetic_279,Measurement & modeling (1),Female,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican
synthetic_280,Model accuracy,Female,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent
synthetic_281,High public trust,Male,18-29,Asian / Asian American,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_282,Social justice,Male,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat
synthetic_283,Oil industry misinformation,Male,60+,Black / African American,High school diploma / GED,"$30,000 to $55,999",Republican
synthetic_284,Portrait Prof. Cherry,Female,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent
synthetic_285,Portrait Prof. Cherry,Female,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent
synthetic_286,Interview Prof. Sebille,Female,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican
synthetic_287,Scientist community helpers,Female,45-59,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Independent
synthetic_288,Former skeptics,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent
synthetic_289,Oil industry misinformation,Female,45-59,Black / African American,Bachelor's degree,"$56,000 to $99,999",Democrat
synthetic_290,Scientist community helpers,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican
synthetic_291,Measurement & modeling (2),Male,30-44,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent
synthetic_292,Measurement & modeling (1),Female,30-44,Hispanic / Latino,Bachelor's degree,"$30,000 to $55,999",Independent
synthetic_293,Funding,Male,60+,Black / African American,High school diploma / GED,"Less than $30,000",Independent
synthetic_294,Social justice,Male,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Republican
synthetic_295,control,Female,60+,White / Caucasian,Less than high school,"$56,000 to $99,999",Republican
synthetic_296,Portrait Prof. Cherry,Male,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent
synthetic_297,Funding,Male,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat
synthetic_298,Model accuracy,Male,60+,Hispanic / Latino,Less than high school,"$168,000 or more",Republican
synthetic_299,Interview Prof. Maraun,Female,60+,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat
synthetic_300,High public trust,Female,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Republican
synthetic_301,Peer-review,Female,60+,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Independent
synthetic_302,Interview Prof. Maraun,Male,18-29,Black / African American,High school diploma / GED,"$56,000 to $99,999",Republican
synthetic_303,Portrait Prof. Cherry,Female,60+,Black / African American,Bachelor's degree,"$56,000 to $99,999",Democrat
synthetic_304,Interview Prof. Sebille,Female,30-44,White / Caucasian,Less than high school,"$168,000 or more",Independent
synthetic_305,Measurement & modeling (2),Female,60+,Other,Some college or Associate's degree,"$30,000 to $55,999",Republican
synthetic_306,Oil industry misinformation,Female,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent
synthetic_307,Consensus,Female,60+,White / Caucasian,Less than high school,"$56,000 to $99,999",Independent
synthetic_308,Social justice,Male,45-59,Black / African American,High school diploma / GED,"$30,000 to $55,999",Independent
synthetic_309,Measurement & modeling (1),Male,45-59,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent
synthetic_310,Extreme weather predictions,Female,18-29,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Democrat
synthetic_311,Peer-review,Female,60+,Hispanic / Latino,Master's degree / Professional degree,"$56,000 to $99,999",Other
synthetic_312,Measurement & modeling (1),Male,30-44,Hispanic / Latino,Bachelor's degree,"$168,000 or more",Democrat
synthetic_313,Interview Prof. Maraun,Male,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican
synthetic_314,Model accuracy,Female,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat
synthetic_315,High public trust,Male,18-29,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent
synthetic_316,Portrait Prof. Cherry,Male,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican
synthetic_317,Measurement & modeling (2),Male,18-29,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Republican
synthetic_318,Social justice,Female,18-29,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Other
synthetic_319,Social justice,Male,18-29,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Independent
synthetic_320,Oil industry misinformation,Male,45-59,Asian / Asian American,Bachelor's degree,"Less than $30,000",Independent
synthetic_321,Funding,Female,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent
synthetic_322,Model accuracy,Male,60+,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican
synthetic_323,Portrait Prof. Cherry,Female,30-44,Asian / Asian American,Bachelor's degree,"$168,000 or more",Republican
synthetic_324,Portrait Prof. Cherry,Female,60+,Black / African American,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_325,Extreme weather predictions,Female,60+,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent
synthetic_326,High public trust,Female,30-44,Asian / Asian American,Master's degree / Professional degree,"$168,000 or more",Democrat
synthetic_327,High public trust,Male,45-59,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Independent
synthetic_328,High public trust,Male,30-44,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat
synthetic_329,Measurement & modeling (1),Male,30-44,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Republican
synthetic_330,Measurement & modeling (2),Female,18-29,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Republican
synthetic_331,Corporate reliance,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent
synthetic_332,Measurement & modeling (1),Female,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican
synthetic_333,Corporate reliance,Male,45-59,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Republican
synthetic_334,Model accuracy,Male,45-59,Black / African American,Some college or Associate's degree,"Less than $30,000",Independent
synthetic_335,Oil industry misinformation,Male,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat
synthetic_336,Consensus,Female,30-44,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Independent
synthetic_337,Interview Prof. Maraun,Female,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent
synthetic_338,Social justice,Female,60+,Black / African American,Some college or Associate's degree,"Less than $30,000",Democrat
synthetic_339,Interview Prof. Sebille,Female,45-59,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Republican
synthetic_340,Interview Prof. Maraun,Male,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat
synthetic_341,Measurement & modeling (1),Male,30-44,Asian / Asian American,High school diploma / GED,"$168,000 or more",Republican
synthetic_342,Oil industry misinformation,Male,30-44,Black / African American,Some college or Associate's degree,"Less than $30,000",Independent
synthetic_343,Scientist community helpers,Female,45-59,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Independent
synthetic_344,Consensus,Female,45-59,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Other
synthetic_345,Portrait Prof. Cherry,Male,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent
synthetic_346,Measurement & modeling (2),Female,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Other
synthetic_347,Funding,Male,30-44,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Independent
synthetic_348,Corporate reliance,Female,30-44,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Other
synthetic_349,Peer-review,Female,60+,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Other
synthetic_350,Measurement & modeling (1),Female,45-59,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent
synthetic_351,Social justice,Female,60+,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",Democrat
synthetic_352,Consensus,Female,60+,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat
synthetic_353,Social justice,Male,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat
synthetic_354,Social justice,Female,30-44,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Republican
synthetic_355,Oil industry misinformation,Female,18-29,Black / African American,High school diploma / GED,"$30,000 to $55,999",Other
synthetic_356,High public trust,Female,18-29,White / Caucasian,Less than high school,"$30,000 to $55,999",Republican
synthetic_357,Social justice,Male,45-59,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Independent
synthetic_358,Corporate reliance,Female,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent
synthetic_359,Measurement & modeling (2),Female,30-44,Other,High school diploma / GED,"$100,000 to $167,999",Independent
synthetic_360,Scientist community helpers,Male,60+,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Other
synthetic_361,Measurement & modeling (2),Female,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent
synthetic_362,Interview Prof. Sebille,Male,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat
synthetic_363,Funding,Male,60+,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Democrat
synthetic_364,Consensus,Male,60+,Hispanic / Latino,Bachelor's degree,"Less than $30,000",Democrat
synthetic_365,Measurement & modeling (2),Male,60+,Hispanic / Latino,Less than high school,"Less than $30,000",Democrat
synthetic_366,Former skeptics,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent
